YOB,Born,Alive
1900,457,0
1901,338,0
1902,391,0
1903,397,0
1904,432,0
1905,424,0
1906,421,0
1907,475,0
1908,447,0
1909,475,0
1910,545,0
1911,602,0
1912,1050,2
1913,1328,3
1914,1657,5
1915,2365,9
1916,2334,11
1917,2427,13
1918,2762,17
1919,2722,19
1920,3086,23
1921,3075,69
1922,3051,114
1923,3160,165
1924,3370,226
1925,3218,264
1926,3409,330
1927,3250,363
1928,3250,411
1929,3176,449
1930,3250,508
1931,3162,595
1932,3260,717
1933,3031,763
1934,3175,901
1935,3069,968
1936,2940,1021
1937,2725,1034
1938,2882,1185
1939,2708,1200
1940,2794,1327
1941,2696,1346
1942,3064,1604
1943,3063,1678
1944,2905,1662
1945,2742,1636
1946,3166,1966
1947,3381,2181
1948,3133,2098
1949,2709,1880
1950,2637,1894
1951,2678,1956
1952,2694,2002
1953,2811,2123
1954,2975,2284
1955,3072,2397
1956,3229,2559
1957,3410,2745
1958,3183,2602
1959,3222,2674
1960,3076,2591
1961,2921,2481
1962,2678,2293
1963,2581,2227
1964,2275,1979
1965,2091,1833
1966,1826,1613
1967,1619,1442
1968,1595,1431
1969,1525,1379
1970,1461,1331
1971,1266,1159
1972,1178,1083
1973,1046,966
1974,956,887
1975,896,835
1976,850,796
1977,808,760
1978,793,749
1979,824,782
1980,842,802
1981,857,818
1982,867,829
1983,764,732
1984,766,736
1985,768,739
1986,740,714
1987,769,743
1988,743,720
1989,723,702
1990,755,734
1991,694,676
1992,582,568
1993,563,550
1994,564,552
1995,495,485
1996,445,437
1997,443,435
1998,446,439
1999,414,408
2000,435,430
2001,360,356
2002,376,372
2003,336,332
2004,391,387
2005,420,416
2006,449,445
2007,382,379
2008,371,368
2009,365,362
2010,364,361
2011,345,343
2012,326,324
2013,361,359
2014,327,326
2015,348,347
2016,323,322
2017,304,304
