YOB,Born,Alive
1900,5,0
1901,0,0
1902,0,0
1903,9,0
1904,0,0
1905,7,0
1906,5,0
1907,5,0
1908,8,0
1909,0,0
1910,9,0
1911,0,0
1912,5,0
1913,6,0
1914,11,0
1915,25,0
1916,16,0
1917,23,0
1918,21,0
1919,30,1
1920,16,0
1921,25,1
1922,23,1
1923,22,2
1924,20,2
1925,18,2
1926,15,2
1927,11,2
1928,26,5
1929,19,4
1930,23,5
1931,13,3
1932,15,4
1933,17,6
1934,21,8
1935,16,6
1936,17,7
1937,21,9
1938,17,8
1939,8,4
1940,26,14
1941,18,10
1942,21,12
1943,16,10
1944,14,9
1945,12,8
1946,24,16
1947,25,17
1948,17,12
1949,14,10
1950,27,20
1951,22,17
1952,20,16
1953,18,14
1954,19,15
1955,16,13
1956,25,20
1957,29,24
1958,11,9
1959,18,15
1960,12,10
1961,11,10
1962,18,16
1963,13,11
1964,13,12
1965,10,9
1966,6,5
1967,15,14
1968,11,10
1969,10,9
1970,13,12
1971,13,12
1972,12,11
1973,13,12
1974,8,7
1975,13,12
1976,14,13
1977,23,22
1978,18,17
1979,18,17
1980,16,15
1981,10,10
1982,11,11
1983,11,11
1984,14,14
1985,16,15
1986,19,18
1987,10,10
1988,18,17
1989,22,21
1990,15,15
1991,27,26
1992,38,37
1993,29,28
1994,41,40
1995,35,34
1996,31,31
1997,31,31
1998,42,41
1999,52,51
2000,105,104
2001,114,113
2002,132,131
2003,125,124
2004,126,125
2005,103,102
2006,119,118
2007,134,133
2008,134,133
2009,160,159
2010,140,139
2011,125,124
2012,132,131
2013,134,133
