YOB,Born,Alive
1900,45,0
1901,21,0
1902,35,0
1903,18,0
1904,24,0
1905,36,0
1906,32,0
1907,38,0
1908,34,0
1909,46,0
1910,52,0
1911,37,0
1912,77,0
1913,94,1
1914,129,1
1915,167,2
1916,221,3
1917,220,4
1918,251,5
1919,269,6
1920,329,8
1921,349,15
1922,363,24
1923,351,30
1924,441,47
1925,563,72
1926,650,97
1927,775,132
1928,834,160
1929,843,180
1930,939,220
1931,990,263
1932,1053,312
1933,1046,343
1934,1131,406
1935,1093,426
1936,1087,457
1937,1008,455
1938,936,452
1939,876,450
1940,910,496
1941,894,506
1942,860,506
1943,855,521
1944,809,510
1945,758,494
1946,829,558
1947,754,524
1948,552,395
1949,340,251
1950,270,205
1951,245,188
1952,214,167
1953,216,171
1954,165,132
1955,182,147
1956,192,157
1957,200,166
1958,235,197
1959,219,186
1960,186,160
1961,184,159
1962,147,128
1963,129,113
1964,109,96
1965,100,89
1966,65,58
1967,74,67
1968,62,56
1969,58,53
1970,52,48
1971,38,35
1972,29,27
1973,35,33
1974,33,31
1975,23,22
1976,20,19
1977,19,18
1978,21,20
1979,17,16
1980,20,19
1981,9,9
1982,17,16
1983,19,18
1984,11,11
1985,13,13
1986,10,10
1987,12,12
1988,0,0
1989,10,10
1990,10,10
1991,0,0
1992,5,5
1993,6,6
1994,6,6
1995,6,6
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,6,6
2001,0,0
2002,6,6
2003,0,0
2004,0,0
2005,5,5
