YOB,Born,Alive
1900,10,0
1901,0,0
1902,13,0
1903,9,0
1904,9,0
1905,5,0
1906,8,0
1907,7,0
1908,11,0
1909,7,0
1910,13,0
1911,11,0
1912,19,0
1913,28,0
1914,22,0
1915,35,0
1916,43,0
1917,40,0
1918,58,0
1919,43,0
1920,30,0
1921,38,1
1922,43,2
1923,45,2
1924,43,3
1925,35,3
1926,43,4
1927,49,5
1928,37,5
1929,44,6
1930,33,5
1931,56,11
1932,41,9
1933,48,12
1934,44,12
1935,47,15
1936,40,14
1937,47,18
1938,46,19
1939,62,27
1940,44,21
1941,53,26
1942,51,27
1943,53,29
1944,46,26
1945,56,33
1946,59,37
1947,67,43
1948,59,40
1949,60,42
1950,64,46
1951,46,34
1952,67,50
1953,84,63
1954,69,53
1955,70,55
1956,77,61
1957,84,68
1958,74,60
1959,77,64
1960,80,67
1961,66,56
1962,64,55
1963,62,54
1964,59,51
1965,52,46
1966,63,56
1967,67,60
1968,42,38
1969,44,40
1970,57,52
1971,34,31
1972,38,35
1973,20,18
1974,15,14
1975,28,26
1976,17,16
1977,15,14
1978,19,18
1979,11,10
1980,15,14
1981,23,22
1982,16,15
1983,14,13
1984,17,16
1985,15,14
1986,10,10
1987,17,16
1988,10,10
1989,10,10
1990,21,20
1991,14,14
1992,8,8
1993,12,12
1994,8,8
1995,15,15
1996,0,0
1997,8,8
1998,10,10
1999,12,12
2000,14,14
2001,9,9
2002,12,12
2003,6,6
2004,9,9
2005,14,14
2006,5,5
2007,0,0
2008,5,5
2009,7,7
2010,7,7
2011,0,0
2012,8,8
2013,6,6
2014,8,8
2015,6,6
2016,0,0
2017,8,8
