YOB,Born,Alive
1900,6,0
1901,0,0
1902,6,0
1903,9,0
1904,5,0
1905,6,0
1906,6,0
1907,10,0
1908,5,0
1909,10,0
1910,19,0
1911,12,0
1912,19,0
1913,21,0
1914,30,0
1915,42,0
1916,58,0
1917,62,0
1918,77,0
1919,78,1
1920,127,1
1921,135,3
1922,186,7
1923,206,11
1924,239,16
1925,325,27
1926,437,42
1927,502,56
1928,581,73
1929,603,85
1930,696,109
1931,750,141
1932,690,152
1933,618,156
1934,660,187
1935,571,180
1936,626,218
1937,597,226
1938,544,224
1939,475,210
1940,442,210
1941,424,212
1942,381,199
1943,340,186
1944,273,156
1945,265,158
1946,233,145
1947,251,162
1948,206,138
1949,219,152
1950,191,137
1951,180,132
1952,157,117
1953,193,146
1954,152,117
1955,169,132
1956,176,140
1957,174,140
1958,159,130
1959,168,139
1960,193,163
1961,157,133
1962,157,134
1963,154,133
1964,152,132
1965,147,129
1966,132,117
1967,133,118
1968,116,104
1969,131,118
1970,115,105
1971,117,107
1972,108,99
1973,85,79
1974,88,82
1975,99,92
1976,93,87
1977,91,86
1978,81,76
1979,74,70
1980,89,85
1981,85,81
1982,79,76
1983,60,58
1984,60,58
1985,59,57
1986,59,57
1987,46,44
1988,59,57
1989,60,58
1990,51,50
1991,42,41
1992,24,23
1993,37,36
1994,27,26
1995,33,32
1996,29,28
1997,19,19
1998,17,17
1999,19,19
2000,15,15
2001,18,18
2002,11,11
2003,9,9
2004,13,13
2005,11,11
2006,11,11
2007,21,21
2008,11,11
2009,7,7
2010,10,10
2011,11,11
2012,19,19
2013,0,0
2014,6,6
2015,10,10
2016,0,0
2017,6,6
