YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,8,0
1905,5,0
1906,0,0
1907,5,0
1908,7,0
1909,5,0
1910,5,0
1911,0,0
1912,0,0
1913,6,0
1914,10,0
1915,11,0
1916,8,0
1917,9,0
1918,21,0
1919,19,0
1920,25,1
1921,37,2
1922,35,2
1923,56,5
1924,68,7
1925,84,11
1926,91,14
1927,105,18
1928,119,23
1929,133,28
1930,156,37
1931,152,40
1932,169,50
1933,155,51
1934,170,61
1935,151,59
1936,116,49
1937,122,55
1938,110,53
1939,130,67
1940,114,62
1941,122,69
1942,111,65
1943,89,54
1944,74,47
1945,62,40
1946,47,32
1947,45,31
1948,43,31
1949,35,26
1950,31,24
1951,39,30
1952,41,32
1953,25,20
1954,35,28
1955,22,18
1956,34,28
1957,31,26
1958,32,27
1959,21,18
1960,29,25
1961,15,13
1962,15,13
1963,14,12
1964,15,13
1965,18,16
1966,20,18
1967,13,12
1968,19,17
1969,14,13
1970,8,7
1971,10,9
1972,0,0
1973,15,14
1974,10,9
1975,8,8
1976,6,6
1977,5,5
1978,0,0
1979,0,0
1980,0,0
1981,7,7
1982,0,0
1983,6,6
1984,0,0
1985,5,5
1986,0,0
1987,5,5
1988,6,6
