YOB,Born,Alive
1900,7,0
1901,0,0
1902,0,0
1903,0,0
1904,8,0
1905,11,0
1906,7,0
1907,5,0
1908,6,0
1909,9,0
1910,8,0
1911,12,0
1912,14,0
1913,14,0
1914,36,0
1915,42,0
1916,49,0
1917,62,0
1918,81,0
1919,93,1
1920,170,1
1921,274,6
1922,370,14
1923,470,25
1924,733,49
1925,1087,89
1926,1595,154
1927,2289,256
1928,2969,376
1929,3923,555
1930,5181,809
1931,5857,1102
1932,6596,1451
1933,6490,1634
1934,7528,2136
1935,7724,2438
1936,7734,2687
1937,7748,2939
1938,7494,3081
1939,7055,3126
1940,6882,3269
1941,6588,3289
1942,6248,3271
1943,6121,3354
1944,5409,3095
1945,5050,3013
1946,5765,3579
1947,6119,3948
1948,5579,3735
1949,5117,3550
1950,5015,3601
1951,5006,3657
1952,4962,3687
1953,5181,3914
1954,5502,4225
1955,5220,4073
1956,5355,4245
1957,5616,4521
1958,5730,4684
1959,5674,4709
1960,5654,4763
1961,5399,4585
1962,5321,4555
1963,5214,4500
1964,5082,4421
1965,4592,4026
1966,4068,3595
1967,3780,3366
1968,3630,3257
1969,3652,3302
1970,3636,3313
1971,3648,3339
1972,3177,2921
1973,2888,2667
1974,2791,2589
1975,2771,2582
1976,2642,2473
1977,2541,2389
1978,2399,2266
1979,2587,2454
1980,2722,2593
1981,2659,2539
1982,2606,2493
1983,2356,2259
1984,2119,2036
1985,2093,2015
1986,2106,2032
1987,1886,1823
1988,1716,1662
1989,1759,1707
1990,1677,1631
1991,1508,1469
1992,1387,1353
1993,1221,1193
1994,1136,1112
1995,1046,1025
1996,933,916
1997,913,897
1998,835,822
1999,728,718
2000,730,721
2001,654,646
2002,644,637
2003,559,553
2004,573,567
2005,504,499
2006,546,541
2007,521,516
2008,513,509
2009,457,453
2010,457,454
2011,345,343
2012,331,329
2013,361,359
2014,312,311
2015,327,326
2016,316,315
2017,295,295
