YOB,Born,Alive
1900,26,0
1901,11,0
1902,12,0
1903,16,0
1904,17,0
1905,19,0
1906,15,0
1907,11,0
1908,17,0
1909,13,0
1910,25,0
1911,14,0
1912,36,0
1913,39,0
1914,68,1
1915,59,1
1916,64,1
1917,80,1
1918,58,1
1919,77,2
1920,63,1
1921,68,3
1922,85,6
1923,68,6
1924,66,7
1925,65,8
1926,78,12
1927,70,12
1928,60,12
1929,81,17
1930,65,15
1931,58,15
1932,76,23
1933,61,20
1934,93,33
1935,80,31
1936,81,34
1937,86,39
1938,102,49
1939,85,44
1940,96,52
1941,104,59
1942,132,78
1943,129,79
1944,139,88
1945,132,86
1946,173,116
1947,226,157
1948,232,166
1949,195,144
1950,273,207
1951,289,222
1952,338,263
1953,320,253
1954,400,320
1955,363,294
1956,362,297
1957,462,383
1958,399,335
1959,439,373
1960,369,318
1961,330,286
1962,325,284
1963,335,294
1964,332,294
1965,284,253
1966,308,276
1967,323,292
1968,338,307
1969,344,315
1970,324,299
1971,350,324
1972,282,262
1973,279,260
1974,298,279
1975,301,283
1976,257,242
1977,253,239
1978,224,213
1979,198,189
1980,168,161
1981,164,157
1982,171,164
1983,168,162
1984,156,151
1985,170,164
1986,157,152
1987,140,136
1988,167,162
1989,143,139
1990,141,138
1991,131,128
1992,125,122
1993,102,100
1994,81,79
1995,73,72
1996,73,72
1997,66,65
1998,45,44
1999,51,50
2000,40,40
2001,50,49
2002,49,49
2003,26,26
2004,33,33
2005,27,27
2006,32,32
2007,39,39
2008,27,27
2009,28,28
2010,26,26
2011,29,29
2012,28,28
2013,24,24
