YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,5,0
1910,0,0
1911,9,0
1912,8,0
1913,0,0
1914,9,0
1915,13,0
1916,14,0
1917,17,0
1918,17,0
1919,13,0
1920,9,0
1921,15,0
1922,16,1
1923,16,1
1924,8,1
1925,17,1
1926,12,1
1927,6,1
1928,8,1
1929,11,2
1930,17,3
1931,20,4
1932,8,2
1933,15,4
1934,10,3
1935,12,4
1936,14,5
1937,13,5
1938,11,5
1939,9,4
1940,0,0
1941,10,5
1942,14,7
1943,0,0
1944,15,9
1945,14,8
1946,11,7
1947,17,11
1948,15,10
1949,21,15
1950,15,11
1951,13,9
1952,22,16
1953,14,11
1954,29,22
1955,32,25
1956,30,24
1957,22,18
1958,17,14
1959,34,28
1960,43,36
1961,28,24
1962,44,38
1963,35,30
1964,37,32
1965,44,39
1966,30,27
1967,37,33
1968,35,31
1969,45,41
1970,54,49
1971,60,55
1972,67,62
1973,88,81
1974,66,61
1975,86,80
1976,96,90
1977,96,90
1978,105,99
1979,96,91
1980,109,104
1981,113,108
1982,118,113
1983,144,138
1984,157,151
1985,191,184
1986,210,203
1987,218,211
1988,234,227
1989,320,311
1990,346,337
1991,323,315
1992,301,294
1993,312,305
1994,280,274
1995,235,230
1996,209,205
1997,213,209
1998,209,206
1999,240,237
2000,230,227
2001,205,203
2002,163,161
2003,195,193
2004,185,183
2005,223,221
2006,200,198
2007,205,203
2008,200,198
2009,227,225
2010,213,211
2011,195,194
2012,195,194
2013,229,228
2014,195,194
2015,191,190
2016,162,162
2017,175,175
