YOB,Born,Alive
1900,0,0
1901,6,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,7,0
1911,0,0
1912,10,0
1913,11,0
1914,19,0
1915,14,0
1916,14,0
1917,10,0
1918,29,1
1919,17,0
1920,24,1
1921,25,1
1922,15,1
1923,23,2
1924,22,2
1925,24,3
1926,19,3
1927,12,2
1928,18,3
1929,17,4
1930,22,5
1931,19,5
1932,14,4
1933,13,4
1934,12,4
1935,14,5
1936,16,7
1937,8,4
1938,14,7
1939,14,7
1940,10,5
1941,14,8
1942,25,15
1943,20,12
1944,23,15
1945,13,8
1946,19,13
1947,21,15
1948,17,12
1949,15,11
1950,21,16
1951,23,18
1952,23,18
1953,17,13
1954,18,14
1955,15,12
1956,14,11
1957,11,9
1958,21,18
1959,9,8
1960,16,14
1961,12,10
1962,14,12
1963,18,16
1964,28,25
1965,13,12
1966,14,13
1967,22,20
1968,19,17
1969,18,16
1970,36,33
1971,32,30
1972,29,27
1973,31,29
1974,30,28
1975,24,23
1976,26,25
1977,38,36
1978,23,22
1979,47,45
1980,45,43
1981,41,39
1982,26,25
1983,27,26
1984,33,32
1985,50,48
1986,40,39
1987,68,66
1988,80,78
1989,60,58
1990,79,77
1991,117,114
1992,102,100
1993,118,116
1994,98,96
1995,90,88
1996,119,117
1997,118,116
1998,85,84
1999,74,73
2000,65,64
2001,51,50
2002,46,46
2003,40,40
2004,41,41
2005,44,44
2006,37,37
2007,44,44
2008,40,40
2009,44,44
2010,33,33
2011,60,60
2012,46,46
2013,42,42
