YOB,Born,Alive
1900,5,0
1901,0,0
1902,8,0
1903,8,0
1904,5,0
1905,10,0
1906,6,0
1907,13,0
1908,14,0
1909,16,0
1910,24,0
1911,16,0
1912,20,0
1913,38,0
1914,40,0
1915,49,1
1916,66,1
1917,63,1
1918,82,2
1919,66,2
1920,75,2
1921,99,5
1922,94,8
1923,81,9
1924,82,11
1925,91,14
1926,83,15
1927,93,19
1928,95,22
1929,99,26
1930,94,27
1931,72,23
1932,88,31
1933,85,33
1934,127,53
1935,129,58
1936,165,79
1937,152,78
1938,194,106
1939,194,112
1940,172,105
1941,231,146
1942,272,177
1943,327,220
1944,328,227
1945,309,220
1946,332,243
1947,346,261
1948,294,228
1949,290,230
1950,304,248
1951,359,296
1952,316,263
1953,329,277
1954,281,239
1955,300,258
1956,289,251
1957,236,207
1958,217,192
1959,260,233
1960,247,224
1961,255,232
1962,261,238
1963,188,172
1964,301,277
1965,345,319
1966,347,323
1967,356,333
1968,539,506
1969,1092,1029
1970,1354,1282
1971,1507,1431
1972,1438,1369
1973,1522,1453
1974,1519,1453
1975,1428,1370
1976,1468,1412
1977,1766,1703
1978,1881,1818
1979,1963,1903
1980,2071,2012
1981,2047,1992
1982,1952,1901
1983,1940,1892
1984,1935,1889
1985,1959,1915
1986,1927,1886
1987,1815,1779
1988,1853,1818
1989,1700,1670
1990,1555,1529
1991,1495,1471
1992,1463,1441
1993,1250,1232
1994,1230,1213
1995,1244,1228
1996,1180,1166
1997,1107,1094
1998,1111,1099
1999,1139,1127
2000,1092,1082
2001,957,948
2002,833,826
2003,840,833
2004,953,945
2005,852,845
2006,1064,1056
2007,952,945
2008,709,704
2009,635,631
2010,486,483
2011,477,474
2012,423,421
2013,432,430
2014,475,474
2015,509,508
2016,586,585
2017,626,626
