YOB,Born,Alive
1900,7,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,5,0
1911,6,0
1912,14,0
1913,10,0
1914,11,0
1915,20,0
1916,17,0
1917,21,0
1918,17,0
1919,19,0
1920,32,1
1921,23,1
1922,29,2
1923,30,3
1924,34,4
1925,39,5
1926,54,8
1927,48,8
1928,34,7
1929,57,12
1930,76,18
1931,95,25
1932,127,38
1933,107,35
1934,152,55
1935,168,65
1936,210,88
1937,204,92
1938,252,122
1939,276,142
1940,303,165
1941,344,195
1942,408,240
1943,444,270
1944,427,269
1945,480,313
1946,684,461
1947,707,491
1948,624,447
1949,455,336
1950,347,263
1951,292,225
1952,321,250
1953,316,249
1954,368,294
1955,440,356
1956,655,537
1957,1181,980
1958,1526,1282
1959,1663,1414
1960,1777,1529
1961,1659,1438
1962,1688,1473
1963,1633,1435
1964,1476,1306
1965,1100,980
1966,821,736
1967,650,587
1968,601,546
1969,494,452
1970,486,448
1971,362,335
1972,289,268
1973,234,218
1974,202,189
1975,154,145
1976,140,132
1977,124,117
1978,137,130
1979,117,112
1980,142,136
1981,145,139
1982,137,132
1983,104,100
1984,116,112
1985,112,108
1986,101,98
1987,126,122
1988,111,108
1989,137,133
1990,142,139
1991,127,124
1992,113,111
1993,103,101
1994,112,110
1995,126,124
1996,119,117
1997,125,123
1998,104,103
1999,119,118
2000,123,122
2001,124,123
2002,134,133
2003,110,109
2004,153,152
2005,117,116
2006,135,134
2007,120,119
2008,108,107
2009,104,103
2010,68,68
2011,88,87
2012,107,106
2013,75,75
