YOB,Born,Alive
1900,279,0
1901,246,0
1902,275,0
1903,330,0
1904,414,0
1905,474,0
1906,534,0
1907,589,0
1908,692,0
1909,746,0
1910,880,0
1911,1149,3
1912,2538,12
1913,3065,21
1914,4177,38
1915,5682,65
1916,6012,83
1917,6143,98
1918,6812,125
1919,6792,140
1920,7842,179
1921,8961,394
1922,9264,604
1923,9728,840
1924,10356,1113
1925,10145,1305
1926,10337,1548
1927,10851,1855
1928,11166,2145
1929,10836,2311
1930,11699,2743
1931,11560,3069
1932,11740,3482
1933,11400,3735
1934,11801,4233
1935,12062,4701
1936,12488,5255
1937,13209,5968
1938,14396,6952
1939,14703,7557
1940,15132,8247
1941,16127,9134
1942,18203,10700
1943,19107,11640
1944,18087,11406
1945,18093,11797
1946,22028,14834
1947,24577,17076
1948,23555,16870
1949,23557,17376
1950,23824,18082
1951,25825,19863
1952,25879,20168
1953,25501,20132
1954,26141,20903
1955,26729,21644
1956,27410,22474
1957,28036,23272
1958,26652,22394
1959,26623,22640
1960,27680,23819
1961,26088,22608
1962,25248,22034
1963,25249,22188
1964,24866,22002
1965,22686,20211
1966,20822,18677
1967,19280,17411
1968,18088,16445
1969,17556,16068
1970,16812,15489
1971,14768,13659
1972,12337,11455
1973,10978,10233
1974,10152,9500
1975,9638,9054
1976,9135,8614
1977,9456,8951
1978,9021,8572
1979,9243,8816
1980,9611,9202
1981,9479,9093
1982,9354,8990
1983,8965,8633
1984,8785,8475
1985,8989,8689
1986,8449,8182
1987,8352,8103
1988,8564,8325
1989,8555,8332
1990,8259,8058
1991,7573,7399
1992,6731,6586
1993,6275,6148
1994,5675,5568
1995,5227,5136
1996,4972,4892
1997,4657,4589
1998,4587,4526
1999,4285,4234
2000,4148,4104
2001,3907,3867
2002,3663,3627
2003,3641,3606
2004,3421,3390
2005,3367,3338
2006,3237,3210
2007,3101,3076
2008,2956,2933
2009,2601,2582
2010,2419,2402
2011,2204,2190
2012,2209,2195
2013,2159,2146
