YOB,Born,Alive
1900,9,0
1901,0,0
1902,7,0
1903,10,0
1904,7,0
1905,9,0
1906,10,0
1907,8,0
1908,5,0
1909,15,0
1910,9,0
1911,9,0
1912,14,0
1913,20,0
1914,21,1
1915,29,1
1916,26,1
1917,30,2
1918,23,1
1919,28,2
1920,25,2
1921,29,3
1922,16,2
1923,34,6
1924,19,4
1925,10,2
1926,10,3
1927,15,4
1928,18,6
1929,7,2
1930,9,3
1931,9,4
1932,16,7
1933,18,8
1934,22,11
1935,20,11
1936,18,10
1937,26,15
1938,35,22
1939,25,16
1940,27,18
1941,40,28
1942,42,30
1943,45,33
1944,50,37
1945,49,37
1946,67,52
1947,82,65
1948,59,48
1949,76,63
1950,77,65
1951,97,83
1952,89,77
1953,87,76
1954,175,153
1955,175,154
1956,307,273
1957,1014,909
1958,1138,1028
1959,1227,1117
1960,1153,1058
1961,1133,1044
1962,1062,982
1963,1199,1113
1964,1426,1329
1965,1463,1368
1966,1523,1430
1967,1686,1589
1968,1862,1761
1969,3064,2909
1970,3483,3318
1971,3858,3684
1972,3294,3153
1973,3879,3721
1974,5871,5645
1975,6895,6645
1976,8385,8099
1977,10199,9873
1978,10792,10471
1979,11255,10945
1980,13432,13091
1981,13852,13515
1982,14362,14027
1983,14837,14506
1984,12620,12352
1985,11384,11154
1986,10063,9870
1987,8848,8687
1988,8262,8120
1989,8141,8010
1990,7984,7863
1991,7207,7103
1992,7056,6959
1993,6717,6629
1994,6908,6822
1995,6564,6486
1996,6256,6186
1997,5937,5874
1998,5473,5419
1999,5222,5174
2000,5183,5139
2001,4957,4916
2002,4144,4111
2003,3924,3894
2004,3366,3341
2005,2906,2885
2006,2642,2624
2007,2474,2458
2008,2063,2050
2009,1690,1680
2010,1440,1432
2011,1350,1343
2012,1225,1219
2013,1161,1155
