YOB,Born,Alive
1900,52,0
1901,52,0
1902,45,0
1903,60,0
1904,54,0
1905,56,0
1906,64,0
1907,62,0
1908,59,0
1909,54,0
1910,73,0
1911,77,1
1912,118,2
1913,143,3
1914,155,5
1915,241,9
1916,250,11
1917,250,13
1918,248,14
1919,236,15
1920,198,14
1921,243,25
1922,216,29
1923,208,34
1924,202,40
1925,188,43
1926,176,45
1927,164,47
1928,183,59
1929,156,55
1930,155,59
1931,111,46
1932,124,55
1933,117,55
1934,94,47
1935,95,50
1936,91,51
1937,75,44
1938,81,50
1939,75,48
1940,66,44
1941,80,55
1942,71,50
1943,70,51
1944,63,47
1945,54,41
1946,79,61
1947,74,59
1948,58,47
1949,58,48
1950,69,58
1951,57,49
1952,50,43
1953,48,42
1954,69,60
1955,58,51
1956,56,50
1957,56,50
1958,53,48
1959,49,45
1960,58,53
1961,74,68
1962,60,55
1963,56,52
1964,48,45
1965,47,44
1966,28,26
1967,39,37
1968,34,32
1969,35,33
1970,39,37
1971,35,33
1972,36,34
1973,36,35
1974,40,38
1975,38,37
1976,40,39
1977,31,30
1978,33,32
1979,41,40
1980,29,28
1981,40,39
1982,30,29
1983,32,31
1984,25,24
1985,20,20
1986,22,22
1987,17,17
1988,25,25
1989,39,38
1990,42,41
1991,27,27
1992,44,43
1993,28,28
1994,30,30
1995,27,27
1996,27,27
1997,36,36
1998,21,21
1999,20,20
2000,23,23
2001,23,23
2002,20,20
2003,20,20
2004,20,20
2005,26,26
2006,23,23
2007,25,25
2008,27,27
2009,23,23
2010,15,15
2011,10,10
2012,19,19
2013,16,16
