YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,5,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,6,3
1937,5,3
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,6,4
1943,22,15
1944,5,3
1945,5,4
1946,10,7
1947,11,8
1948,16,12
1949,37,29
1950,102,83
1951,211,174
1952,156,130
1953,153,129
1954,158,134
1955,134,115
1956,186,162
1957,194,170
1958,163,145
1959,224,201
1960,223,202
1961,225,205
1962,138,126
1963,128,117
1964,112,103
1965,90,83
1966,56,52
1967,50,47
1968,53,50
1969,76,72
1970,91,86
1971,83,79
1972,62,59
1973,80,76
1974,94,90
1975,89,85
1976,63,61
1977,83,80
1978,158,153
1979,166,161
1980,173,168
1981,156,152
1982,189,184
1983,243,237
1984,230,225
1985,303,296
1986,261,255
1987,319,313
1988,290,285
1989,254,250
1990,237,233
1991,163,160
1992,173,170
1993,162,160
1994,155,153
1995,124,122
1996,105,104
1997,115,114
1998,94,93
1999,66,65
2000,53,52
2001,56,55
2002,45,45
2003,61,60
2004,74,73
2005,38,38
2006,47,47
2007,42,42
2008,30,30
2009,34,34
2010,33,33
2011,58,58
2012,52,52
2013,57,57
2014,66,66
2015,60,60
2016,43,43
2017,46,46
