YOB,Born,Alive
1900,12,0
1901,13,0
1902,14,0
1903,14,0
1904,8,0
1905,13,0
1906,22,0
1907,15,0
1908,17,0
1909,14,0
1910,18,0
1911,32,0
1912,55,0
1913,76,0
1914,79,0
1915,90,0
1916,96,0
1917,115,1
1918,139,1
1919,124,1
1920,144,1
1921,156,4
1922,151,6
1923,156,8
1924,146,10
1925,144,12
1926,154,15
1927,161,18
1928,147,19
1929,138,20
1930,122,19
1931,118,22
1932,131,29
1933,116,29
1934,119,34
1935,107,34
1936,90,31
1937,87,33
1938,99,41
1939,76,34
1940,95,45
1941,87,43
1942,96,50
1943,98,54
1944,93,53
1945,92,55
1946,90,56
1947,116,75
1948,106,71
1949,109,76
1950,109,78
1951,97,71
1952,87,65
1953,100,76
1954,97,74
1955,103,80
1956,102,81
1957,98,79
1958,94,77
1959,123,102
1960,93,78
1961,99,84
1962,88,75
1963,86,74
1964,107,93
1965,93,82
1966,87,77
1967,74,66
1968,87,78
1969,87,79
1970,89,81
1971,116,106
1972,100,92
1973,95,88
1974,87,81
1975,84,78
1976,84,79
1977,92,87
1978,89,84
1979,93,88
1980,106,101
1981,94,90
1982,101,97
1983,75,72
1984,95,91
1985,79,76
1986,98,95
1987,77,74
1988,89,86
1989,92,89
1990,84,82
1991,108,105
1992,94,92
1993,86,84
1994,95,93
1995,107,105
1996,89,87
1997,115,113
1998,108,106
1999,117,115
2000,116,115
2001,133,131
2002,117,116
2003,138,136
2004,142,141
2005,138,137
2006,126,125
2007,167,166
2008,153,152
2009,164,163
2010,187,186
2011,155,154
2012,198,197
2013,209,208
2014,220,219
2015,276,275
2016,336,335
2017,299,299
