YOB,Born,Alive
1900,60,0
1901,24,0
1902,40,0
1903,34,0
1904,49,0
1905,36,0
1906,33,0
1907,52,0
1908,38,0
1909,38,0
1910,51,0
1911,46,0
1912,91,0
1913,107,0
1914,149,0
1915,175,0
1916,177,0
1917,206,0
1918,216,0
1919,235,0
1920,233,0
1921,246,3
1922,225,4
1923,269,8
1924,229,9
1925,249,11
1926,231,13
1927,199,13
1928,244,18
1929,202,16
1930,216,19
1931,188,23
1932,167,25
1933,155,28
1934,175,37
1935,168,41
1936,167,46
1937,159,48
1938,156,52
1939,162,59
1940,167,66
1941,176,75
1942,196,88
1943,205,98
1944,177,89
1945,168,89
1946,178,100
1947,187,110
1948,178,109
1949,158,101
1950,164,110
1951,159,109
1952,162,113
1953,132,94
1954,115,84
1955,128,95
1956,120,91
1957,130,101
1958,122,96
1959,117,94
1960,113,93
1961,91,75
1962,105,88
1963,110,93
1964,103,88
1965,105,90
1966,82,71
1967,95,83
1968,110,97
1969,86,77
1970,110,99
1971,108,98
1972,113,103
1973,134,122
1974,131,120
1975,143,132
1976,179,166
1977,204,190
1978,211,198
1979,260,245
1980,285,270
1981,301,286
1982,275,262
1983,274,261
1984,267,255
1985,292,280
1986,298,286
1987,345,332
1988,390,376
1989,494,478
1990,791,767
1991,1177,1143
1992,1363,1326
1993,1538,1498
1994,1934,1887
1995,2162,2113
1996,2644,2588
1997,3126,3064
1998,3861,3790
1999,4993,4909
2000,5903,5812
2001,6836,6736
2002,8153,8040
2003,8713,8599
2004,8977,8867
2005,9579,9469
2006,10895,10778
2007,11663,11547
2008,11637,11531
2009,12122,12021
2010,11818,11729
2011,12399,12309
2012,12489,12401
2013,12600,12515
2014,12228,12149
2015,12274,12198
2016,11298,11231
2017,10434,10375
2018,10391,10335
2019,10128,10076
2020,9051,9007
