YOB,Born,Alive
1900,32,0
1901,22,0
1902,23,0
1903,13,0
1904,24,0
1905,22,0
1906,23,0
1907,31,0
1908,36,0
1909,32,0
1910,42,0
1911,34,0
1912,61,0
1913,71,0
1914,83,0
1915,116,0
1916,139,1
1917,115,1
1918,127,1
1919,121,1
1920,151,1
1921,127,3
1922,133,5
1923,126,7
1924,132,9
1925,149,12
1926,130,13
1927,111,12
1928,110,14
1929,109,15
1930,81,13
1931,79,15
1932,71,16
1933,74,19
1934,73,21
1935,53,17
1936,54,19
1937,59,22
1938,50,21
1939,46,20
1940,43,20
1941,37,18
1942,60,31
1943,58,32
1944,46,26
1945,35,21
1946,47,29
1947,55,35
1948,62,42
1949,49,34
1950,64,46
1951,43,31
1952,39,29
1953,40,30
1954,43,33
1955,54,42
1956,37,29
1957,36,29
1958,29,24
1959,37,31
1960,27,23
1961,43,37
1962,27,23
1963,30,26
1964,31,27
1965,36,32
1966,23,20
1967,24,21
1968,23,21
1969,25,23
1970,25,23
1971,21,19
1972,33,30
1973,13,12
1974,22,20
1975,19,18
1976,22,21
1977,12,11
1978,14,13
1979,16,15
1980,24,23
1981,11,11
1982,17,16
1983,19,18
1984,14,13
1985,14,13
1986,12,12
1987,12,12
1988,14,14
1989,12,12
1990,15,15
1991,13,13
1992,16,16
1993,15,15
1994,7,7
1995,7,7
1996,9,9
1997,11,11
1998,10,10
1999,8,8
2000,9,9
2001,9,9
2002,11,11
2003,11,11
2004,9,9
2005,10,10
2006,10,10
2007,7,7
2008,11,11
2009,8,8
2010,13,13
2011,9,9
2012,6,6
2013,12,12
2014,5,5
2015,9,9
2016,7,7
2017,8,8
