YOB,Born,Alive
1900,0,0
1901,0,0
1902,6,0
1903,0,0
1904,0,0
1905,6,0
1906,0,0
1907,5,0
1908,0,0
1909,0,0
1910,8,0
1911,9,0
1912,6,0
1913,8,0
1914,13,0
1915,11,0
1916,8,0
1917,5,0
1918,6,0
1919,9,0
1920,5,0
1921,6,0
1922,11,1
1923,5,0
1924,9,1
1925,8,1
1926,8,1
1927,8,1
1928,9,2
1929,7,1
1930,6,1
1931,0,0
1932,10,3
1933,5,2
1934,7,3
1935,10,4
1936,6,3
1937,11,5
1938,7,3
1939,14,7
1940,8,4
1941,6,3
1942,7,4
1943,10,6
1944,19,12
1945,11,7
1946,7,5
1947,13,9
1948,7,5
1949,11,8
1950,5,4
1951,8,6
1952,5,4
1953,11,9
1954,9,7
1955,5,4
1956,9,7
1957,9,7
1958,14,12
1959,7,6
1960,10,9
1961,11,10
1962,0,0
1963,12,11
1964,14,12
1965,12,11
1966,9,8
1967,11,10
1968,13,12
1969,9,8
1970,22,20
1971,27,25
1972,25,23
1973,21,20
1974,29,27
1975,39,37
1976,30,28
1977,38,36
1978,41,39
1979,38,36
1980,35,34
1981,35,34
1982,26,25
1983,28,27
1984,26,25
1985,18,17
1986,27,26
1987,21,20
1988,43,42
1989,60,58
1990,52,51
1991,49,48
1992,39,38
1993,39,38
1994,55,54
1995,36,35
1996,57,56
1997,43,42
1998,49,48
1999,54,53
2000,88,87
2001,92,91
2002,108,107
2003,103,102
2004,96,95
2005,122,121
2006,103,102
2007,110,109
2008,125,124
2009,153,152
2010,183,182
2011,203,202
2012,242,241
2013,247,246
