YOB,Born,Alive
1900,94,0
1901,82,0
1902,80,0
1903,83,0
1904,74,0
1905,71,0
1906,68,0
1907,78,0
1908,77,0
1909,76,0
1910,83,0
1911,69,0
1912,104,0
1913,109,0
1914,126,0
1915,195,1
1916,192,1
1917,204,1
1918,181,1
1919,141,1
1920,185,2
1921,163,5
1922,141,6
1923,129,8
1924,143,12
1925,115,11
1926,115,14
1927,130,18
1928,99,15
1929,87,15
1930,80,15
1931,74,17
1932,78,20
1933,82,24
1934,58,19
1935,64,23
1936,51,20
1937,37,16
1938,42,20
1939,45,23
1940,32,17
1941,35,20
1942,43,25
1943,31,19
1944,21,13
1945,17,11
1946,28,19
1947,31,22
1948,26,19
1949,25,19
1950,20,16
1951,16,13
1952,16,13
1953,19,15
1954,25,21
1955,13,11
1956,16,13
1957,9,8
1958,9,8
1959,14,12
1960,10,9
1961,6,5
1962,11,10
1963,12,11
1964,9,8
1965,8,7
1966,0,0
1967,11,10
1968,6,6
1969,8,7
1970,13,12
1971,6,6
1972,6,6
1973,5,5
1974,7,7
1975,5,5
1976,8,8
1977,6,6
1978,0,0
1979,0,0
1980,6,6
1981,0,0
1982,0,0
1983,8,8
1984,7,7
1985,0,0
1986,0,0
1987,5,5
1988,6,6
1989,6,6
1990,0,0
1991,0,0
1992,0,0
1993,5,5
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,5,5
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,6,6
2013,0,0
2014,0,0
2015,0,0
2016,5,5
2017,0,0
2018,0,0
2019,0,0
2020,0,0
