YOB,Born,Alive
1900,15,0
1901,10,0
1902,7,0
1903,8,0
1904,14,0
1905,8,0
1906,9,0
1907,17,0
1908,16,0
1909,23,0
1910,21,0
1911,19,0
1912,50,0
1913,59,0
1914,82,1
1915,85,1
1916,99,1
1917,101,2
1918,109,2
1919,91,2
1920,123,3
1921,114,5
1922,118,8
1923,139,12
1924,166,18
1925,164,21
1926,130,19
1927,141,24
1928,178,34
1929,146,31
1930,175,41
1931,136,36
1932,135,40
1933,119,39
1934,126,45
1935,113,44
1936,98,41
1937,91,41
1938,102,49
1939,88,45
1940,91,50
1941,91,52
1942,90,53
1943,101,62
1944,119,75
1945,100,65
1946,100,67
1947,141,98
1948,126,90
1949,134,99
1950,126,96
1951,131,101
1952,134,104
1953,143,113
1954,131,105
1955,153,124
1956,131,107
1957,149,124
1958,145,122
1959,144,122
1960,148,127
1961,146,127
1962,148,129
1963,159,140
1964,152,134
1965,156,139
1966,132,118
1967,172,155
1968,159,145
1969,185,169
1970,176,162
1971,185,171
1972,194,180
1973,198,185
1974,201,188
1975,196,184
1976,182,172
1977,219,207
1978,206,196
1979,204,195
1980,204,195
1981,235,225
1982,253,243
1983,219,211
1984,214,206
1985,221,214
1986,243,235
1987,288,279
1988,347,337
1989,455,443
1990,507,495
1991,557,544
1992,594,581
1993,668,655
1994,616,604
1995,643,632
1996,767,755
1997,815,803
1998,788,777
1999,769,760
2000,790,782
2001,756,748
2002,815,807
2003,956,947
2004,1069,1059
2005,1214,1203
2006,1122,1113
2007,1246,1236
2008,1208,1199
2009,1025,1018
2010,1033,1026
2011,1086,1079
2012,1166,1159
2013,1169,1162
