YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,8,0
1914,8,0
1915,0,0
1916,5,0
1917,9,0
1918,14,0
1919,27,1
1920,24,1
1921,23,1
1922,17,1
1923,7,1
1924,14,2
1925,27,3
1926,24,4
1927,20,3
1928,25,5
1929,36,8
1930,20,5
1931,15,4
1932,27,8
1933,13,4
1934,22,8
1935,21,8
1936,15,6
1937,22,10
1938,11,5
1939,12,6
1940,17,9
1941,13,7
1942,18,11
1943,11,7
1944,15,9
1945,16,10
1946,24,16
1947,17,12
1948,18,13
1949,20,15
1950,13,10
1951,14,11
1952,18,14
1953,11,9
1954,15,12
1955,17,14
1956,19,16
1957,10,8
1958,15,13
1959,12,10
1960,11,9
1961,15,13
1962,7,6
1963,5,4
1964,20,18
1965,11,10
1966,10,9
1967,14,13
1968,8,7
1969,17,16
1970,18,17
1971,15,14
1972,18,17
1973,19,18
1974,26,24
1975,13,12
1976,19,18
1977,15,14
1978,11,10
1979,16,15
1980,16,15
1981,18,17
1982,13,12
1983,18,17
1984,8,8
1985,17,16
1986,14,14
1987,15,15
1988,12,12
1989,8,8
1990,12,12
1991,15,15
1992,15,15
1993,15,15
1994,16,16
1995,14,14
1996,13,13
1997,17,17
1998,17,17
1999,16,16
2000,18,18
2001,9,9
2002,11,11
2003,12,12
2004,16,16
2005,8,8
2006,10,10
2007,10,10
2008,7,7
2009,0,0
2010,9,9
2011,7,7
2012,6,6
2013,7,7
