YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,6,0
1904,0,0
1905,0,0
1906,6,0
1907,12,0
1908,6,0
1909,12,0
1910,6,0
1911,5,0
1912,11,0
1913,13,0
1914,15,0
1915,18,1
1916,23,1
1917,16,1
1918,24,1
1919,17,1
1920,19,1
1921,22,2
1922,25,3
1923,28,5
1924,22,4
1925,29,7
1926,30,8
1927,24,7
1928,44,14
1929,39,14
1930,29,11
1931,46,19
1932,58,26
1933,68,32
1934,77,38
1935,110,58
1936,203,113
1937,299,175
1938,540,332
1939,764,492
1940,1265,852
1941,1491,1030
1942,2107,1492
1943,2412,1750
1944,2369,1760
1945,2469,1877
1946,3000,2332
1947,4839,3845
1948,4168,3384
1949,3831,3177
1950,3298,2792
1951,3025,2582
1952,2810,2419
1953,2303,1999
1954,2022,1769
1955,1883,1661
1956,1760,1565
1957,1818,1630
1958,1741,1573
1959,2024,1843
1960,2123,1949
1961,2035,1875
1962,1768,1635
1963,1589,1475
1964,1983,1848
1965,1605,1501
1966,1309,1229
1967,1146,1080
1968,1115,1055
1969,1015,964
1970,849,809
1971,681,650
1972,531,508
1973,436,418
1974,360,346
1975,336,324
1976,297,287
1977,289,280
1978,304,295
1979,266,259
1980,312,304
1981,335,327
1982,333,325
1983,241,236
1984,225,220
1985,200,196
1986,190,186
1987,169,166
1988,145,143
1989,140,138
1990,148,146
1991,138,136
1992,97,96
1993,128,126
1994,110,109
1995,104,103
1996,81,80
1997,79,78
1998,83,82
1999,89,88
2000,88,87
2001,73,72
2002,63,62
2003,69,68
2004,64,64
2005,73,72
2006,83,82
2007,55,55
2008,67,67
2009,48,48
2010,45,45
2011,38,38
2012,46,46
2013,39,39
