YOB,Born,Alive
1900,0,0
1901,0,0
1902,5,0
1903,0,0
1904,6,0
1905,6,0
1906,0,0
1907,9,0
1908,0,0
1909,7,0
1910,7,0
1911,8,0
1912,10,0
1913,10,0
1914,17,0
1915,25,1
1916,26,1
1917,32,2
1918,26,1
1919,27,2
1920,34,2
1921,28,3
1922,17,2
1923,20,3
1924,31,6
1925,17,4
1926,32,8
1927,26,8
1928,25,8
1929,21,7
1930,13,5
1931,18,7
1932,11,5
1933,13,6
1934,12,6
1935,15,8
1936,13,7
1937,11,6
1938,12,7
1939,5,3
1940,7,5
1941,9,6
1942,10,7
1943,10,7
1944,11,8
1945,13,10
1946,11,9
1947,8,6
1948,12,10
1949,0,0
1950,9,8
1951,12,10
1952,11,9
1953,8,7
1954,9,8
1955,12,11
1956,5,4
1957,6,5
1958,7,6
1959,10,9
1960,8,7
1961,0,0
1962,0,0
1963,10,9
1964,7,7
1965,0,0
1966,10,9
1967,5,5
1968,6,6
1969,7,7
1970,7,7
1971,5,5
1972,5,5
1973,12,12
1974,6,6
1975,5,5
1976,6,6
1977,0,0
1978,0,0
1979,6,6
1980,6,6
1981,8,8
1982,9,9
1983,6,6
1984,5,5
1985,5,5
1986,6,6
1987,5,5
1988,6,6
1989,0,0
1990,7,7
1991,6,6
1992,0,0
1993,6,6
1994,0,0
1995,6,6
1996,0,0
1997,0,0
1998,6,6
1999,0,0
2000,0,0
2001,5,5
2002,7,7
2003,0,0
2004,0,0
2005,5,5
2006,5,5
2007,0,0
2008,6,6
