YOB,Born,Alive
1900,3414,0
1901,2681,0
1902,3063,0
1903,2972,0
1904,3139,0
1905,3185,0
1906,3293,0
1907,3542,0
1908,3634,0
1909,3596,0
1910,4127,0
1911,4367,4
1912,5568,11
1913,6015,18
1914,7354,29
1915,9546,46
1916,9592,56
1917,9843,67
1918,9986,77
1919,9516,83
1920,10049,97
1921,9770,270
1922,9429,431
1923,9328,594
1924,9100,743
1925,8352,832
1926,7661,901
1927,7181,974
1928,6575,1010
1929,5710,980
1930,5449,1033
1931,4807,1079
1932,4352,1129
1933,3997,1176
1934,3973,1307
1935,3422,1245
1936,3117,1243
1937,2899,1257
1938,2824,1323
1939,2554,1285
1940,2524,1358
1941,2460,1382
1942,2489,1458
1943,2394,1459
1944,2117,1340
1945,2018,1325
1946,2159,1469
1947,2089,1471
1948,2117,1541
1949,1943,1460
1950,1884,1461
1951,1826,1436
1952,1732,1382
1953,1658,1342
1954,1629,1337
1955,1660,1381
1956,1628,1373
1957,1604,1370
1958,1420,1229
1959,1468,1287
1960,1432,1272
1961,1311,1171
1962,1307,1174
1963,1165,1053
1964,1064,967
1965,1016,929
1966,880,809
1967,842,778
1968,814,757
1969,773,723
1970,782,735
1971,675,636
1972,620,586
1973,563,534
1974,482,459
1975,454,433
1976,479,458
1977,470,451
1978,399,384
1979,437,422
1980,510,494
1981,518,502
1982,474,460
1983,453,440
1984,468,456
1985,542,528
1986,554,541
1987,531,519
1988,646,633
1989,695,682
1990,722,709
1991,769,756
1992,749,737
1993,736,724
1994,882,869
1995,942,929
1996,1127,1112
1997,1393,1375
1998,1717,1696
1999,2190,2165
2000,2600,2572
2001,2950,2920
2002,3396,3363
2003,4029,3991
2004,4734,4692
2005,5213,5169
2006,6233,6183
2007,6549,6499
2008,6813,6764
2009,6857,6810
2010,6952,6908
2011,6926,6883
2012,7164,7122
2013,7075,7035
2014,6919,6881
2015,6614,6579
2016,6370,6338
2017,6168,6138
2018,5554,5529
2019,5109,5087
2020,4468,4450
