YOB,Born,Alive
1900,5,0
1901,11,0
1902,6,0
1903,9,0
1904,9,0
1905,9,0
1906,5,0
1907,9,0
1908,11,0
1909,0,0
1910,9,0
1911,17,0
1912,15,0
1913,13,0
1914,17,0
1915,17,1
1916,23,1
1917,25,1
1918,19,1
1919,22,1
1920,19,1
1921,30,3
1922,24,3
1923,24,4
1924,35,7
1925,27,6
1926,35,9
1927,28,8
1928,27,9
1929,28,10
1930,28,11
1931,15,6
1932,19,8
1933,18,8
1934,17,8
1935,19,10
1936,13,7
1937,21,12
1938,12,7
1939,12,8
1940,15,10
1941,8,6
1942,16,11
1943,14,10
1944,12,9
1945,12,9
1946,9,7
1947,11,9
1948,10,8
1949,5,4
1950,10,8
1951,13,11
1952,9,8
1953,0,0
1954,12,11
1955,8,7
1956,9,8
1957,9,8
1958,10,9
1959,13,12
1960,13,12
1961,15,14
1962,7,6
1963,7,6
1964,8,7
1965,8,7
1966,12,11
1967,18,17
1968,10,9
1969,17,16
1970,11,10
1971,10,10
1972,20,19
1973,142,136
1974,185,178
1975,229,221
1976,263,254
1977,334,323
1978,389,377
1979,471,458
1980,480,468
1981,528,515
1982,638,623
1983,590,577
1984,624,611
1985,769,753
1986,720,706
1987,822,807
1988,837,823
1989,792,779
1990,936,922
1991,923,910
1992,1107,1092
1993,1058,1044
1994,1102,1088
1995,1044,1032
1996,1095,1083
1997,1134,1122
1998,1251,1239
1999,1252,1240
2000,1408,1396
2001,1505,1493
2002,1640,1627
2003,1757,1743
2004,1811,1797
2005,2263,2247
2006,3653,3628
2007,4504,4474
2008,5561,5526
2009,5402,5369
2010,5354,5323
2011,7167,7128
2012,8028,7986
2013,7927,7888
