YOB,Born,Alive
1900,139,0
1901,76,0
1902,92,0
1903,127,0
1904,123,0
1905,126,0
1906,131,0
1907,157,0
1908,149,0
1909,187,0
1910,245,0
1911,255,0
1912,543,0
1913,661,0
1914,998,1
1915,1335,1
1916,1399,2
1917,1385,2
1918,1523,2
1919,1294,2
1920,1281,3
1921,1294,14
1922,1269,25
1923,1255,36
1924,1219,45
1925,1145,53
1926,1053,58
1927,1026,65
1928,925,67
1929,887,72
1930,862,78
1931,786,95
1932,780,118
1933,728,132
1934,771,164
1935,773,188
1936,741,203
1937,846,258
1938,1077,361
1939,1208,442
1940,1554,616
1941,1881,797
1942,2376,1072
1943,2686,1284
1944,2836,1433
1945,3383,1802
1946,4568,2557
1947,6231,3658
1948,5741,3527
1949,5028,3225
1950,4206,2813
1951,4051,2770
1952,4316,3016
1953,4538,3240
1954,5064,3692
1955,5514,4104
1956,6468,4911
1957,8912,6902
1958,10087,7964
1959,11072,8909
1960,10651,8731
1961,9993,8272
1962,9162,7657
1963,8050,6792
1964,7091,6040
1965,5686,4889
1966,4618,4007
1967,3911,3425
1968,3412,3015
1969,3070,2738
1970,2936,2642
1971,2372,2145
1972,1849,1681
1973,1514,1384
1974,1446,1328
1975,1384,1278
1976,1408,1307
1977,1269,1184
1978,1236,1159
1979,1257,1184
1980,1223,1158
1981,1115,1058
1982,1024,974
1983,1063,1014
1984,1041,995
1985,989,948
1986,990,951
1987,1003,966
1988,949,916
1989,995,963
1990,1005,975
1991,894,868
1992,882,858
1993,831,810
1994,714,697
1995,754,737
1996,649,635
1997,627,615
1998,635,623
1999,660,649
2000,649,639
2001,624,615
2002,545,537
2003,562,555
2004,484,478
2005,475,470
2006,470,465
2007,447,443
2008,422,418
2009,415,412
2010,279,277
2011,324,322
2012,303,301
2013,242,240
2014,257,255
2015,224,223
2016,205,204
2017,188,187
2018,166,165
2019,159,158
2020,147,146
