YOB,Born,Alive
1900,20,0
1901,10,0
1902,14,0
1903,10,0
1904,13,0
1905,12,0
1906,7,0
1907,10,0
1908,9,0
1909,13,0
1910,12,0
1911,7,0
1912,23,0
1913,22,0
1914,34,0
1915,23,0
1916,30,0
1917,21,0
1918,36,0
1919,41,0
1920,43,0
1921,39,0
1922,40,1
1923,30,1
1924,30,1
1925,35,2
1926,29,2
1927,39,2
1928,34,2
1929,29,2
1930,37,3
1931,34,4
1932,26,4
1933,27,5
1934,20,4
1935,21,5
1936,28,8
1937,18,5
1938,28,9
1939,27,10
1940,25,10
1941,18,8
1942,23,10
1943,32,15
1944,19,10
1945,19,10
1946,28,16
1947,19,11
1948,28,17
1949,35,22
1950,27,18
1951,23,16
1952,33,23
1953,25,18
1954,38,28
1955,34,25
1956,42,32
1957,29,22
1958,21,17
1959,31,25
1960,33,27
1961,33,27
1962,22,18
1963,28,24
1964,27,23
1965,18,15
1966,17,15
1967,16,14
1968,21,19
1969,28,25
1970,21,19
1971,14,13
1972,17,15
1973,19,17
1974,20,18
1975,20,18
1976,26,24
1977,28,26
1978,34,32
1979,23,22
1980,32,30
1981,33,31
1982,27,26
1983,28,27
1984,24,23
1985,31,30
1986,33,32
1987,29,28
1988,40,39
1989,36,35
1990,35,34
1991,29,28
1992,33,32
1993,33,32
1994,39,38
1995,34,33
1996,34,33
1997,33,32
1998,44,43
1999,51,50
2000,36,35
2001,31,31
2002,35,35
2003,34,34
2004,29,29
2005,35,35
2006,37,37
2007,43,43
2008,40,40
2009,34,34
2010,31,31
2011,35,35
2012,38,38
2013,39,39
2014,42,42
2015,57,57
2016,51,51
2017,61,61
2018,50,50
2019,41,41
2020,56,56
