YOB,Born,Alive
1900,13,0
1901,10,0
1902,6,0
1903,8,0
1904,10,0
1905,8,0
1906,6,0
1907,13,0
1908,12,0
1909,10,0
1910,21,0
1911,20,0
1912,16,0
1913,18,0
1914,36,0
1915,44,0
1916,32,0
1917,39,0
1918,40,0
1919,47,0
1920,42,0
1921,53,1
1922,58,3
1923,67,4
1924,65,5
1925,86,9
1926,63,7
1927,71,10
1928,59,9
1929,70,12
1930,53,10
1931,51,11
1932,53,14
1933,57,17
1934,60,20
1935,40,15
1936,44,18
1937,30,13
1938,40,19
1939,42,21
1940,31,17
1941,47,26
1942,45,26
1943,35,21
1944,46,29
1945,53,35
1946,42,29
1947,51,36
1948,46,33
1949,46,35
1950,45,35
1951,39,31
1952,52,41
1953,37,30
1954,40,33
1955,33,27
1956,39,33
1957,44,38
1958,49,42
1959,34,30
1960,28,25
1961,32,29
1962,33,30
1963,41,37
1964,30,27
1965,22,20
1966,41,38
1967,34,31
1968,30,28
1969,31,29
1970,27,25
1971,24,23
1972,23,22
1973,35,33
1974,29,28
1975,37,35
1976,27,26
1977,44,42
1978,35,34
1979,32,31
1980,31,30
1981,25,24
1982,37,36
1983,33,32
1984,19,18
1985,28,27
1986,24,23
1987,16,16
1988,33,32
1989,19,19
1990,14,14
1991,21,21
1992,22,22
1993,15,15
1994,21,21
1995,25,25
1996,20,20
1997,23,23
1998,19,19
1999,19,19
2000,18,18
2001,17,17
2002,18,18
2003,31,31
2004,18,18
2005,20,20
2006,16,16
2007,20,20
2008,16,16
2009,19,19
2010,19,19
2011,17,17
2012,17,17
2013,17,17
2014,18,18
2015,21,21
2016,27,27
2017,20,20
2018,11,11
2019,22,22
2020,9,9
