YOB,Born,Alive
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,5,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,6,1
1924,6,1
1925,8,2
1926,8,2
1927,7,2
1928,12,4
1929,13,5
1930,26,10
1931,19,8
1932,59,26
1933,51,24
1934,44,22
1935,43,23
1936,44,25
1937,57,33
1938,111,68
1939,125,81
1940,125,84
1941,175,121
1942,196,139
1943,196,142
1944,173,129
1945,196,149
1946,287,223
1947,242,192
1948,199,162
1949,189,157
1950,180,152
1951,197,168
1952,142,122
1953,178,154
1954,153,134
1955,140,124
1956,142,126
1957,137,123
1958,133,120
1959,135,123
1960,105,96
1961,99,91
1962,88,81
1963,81,75
1964,72,67
1965,68,64
1966,64,60
1967,58,55
1968,44,42
1969,38,36
1970,40,38
1971,37,35
1972,22,21
1973,25,24
1974,17,16
1975,14,13
1976,15,14
1977,11,11
1978,10,10
1979,14,14
1980,10,10
1981,12,12
1982,23,22
1983,15,15
1984,18,18
1985,11,11
1986,14,14
1987,20,20
1988,16,16
1989,9,9
1990,7,7
1991,11,11
1992,13,13
1993,10,10
1994,7,7
1995,7,7
1996,7,7
1997,7,7
1998,9,9
1999,7,7
2000,8,8
2001,6,6
2002,0,0
2003,6,6
2004,9,9
2005,8,8
2006,0,0
2007,5,5
2008,0,0
2009,6,6
