YOB,Born,Alive
1900,22,0
1901,20,0
1902,18,0
1903,16,0
1904,12,0
1905,12,0
1906,7,0
1907,6,0
1908,8,0
1909,11,0
1910,11,0
1911,12,0
1912,10,0
1913,12,0
1914,18,1
1915,19,1
1916,23,1
1917,25,1
1918,13,1
1919,15,1
1920,18,1
1921,28,3
1922,15,2
1923,19,3
1924,21,4
1925,19,4
1926,21,5
1927,13,4
1928,11,4
1929,11,4
1930,8,3
1931,10,4
1932,10,4
1933,8,4
1934,8,4
1935,10,5
1936,7,4
1937,6,4
1938,9,6
1939,8,5
1940,9,6
1941,8,6
1942,13,9
1943,7,5
1944,5,4
1945,0,0
1946,10,8
1947,12,10
1948,8,6
1949,0,0
1950,10,8
1951,0,0
1952,7,6
1953,11,10
1954,7,6
1955,0,0
1956,0,0
1957,6,5
1958,7,6
1959,0,0
1960,6,6
1961,0,0
1962,7,6
1963,0,0
1964,0,0
1965,5,5
1966,6,6
1967,0,0
1968,0,0
1969,0,0
1970,7,7
1971,0,0
1972,0,0
1973,6,6
1974,0,0
1975,5,5
1976,0,0
1977,5,5
1978,0,0
1979,0,0
1980,5,5
