YOB,Born,Alive
1900,0,0
1901,0,0
1902,9,0
1903,0,0
1904,6,0
1905,0,0
1906,0,0
1907,6,0
1908,6,0
1909,9,0
1910,5,0
1911,6,0
1912,11,0
1913,10,0
1914,0,0
1915,12,0
1916,19,0
1917,11,0
1918,9,0
1919,17,0
1920,17,0
1921,20,1
1922,14,1
1923,19,2
1924,16,2
1925,12,2
1926,24,4
1927,12,3
1928,20,5
1929,18,5
1930,10,3
1931,18,6
1932,20,7
1933,13,5
1934,25,10
1935,21,9
1936,16,8
1937,19,10
1938,15,8
1939,20,12
1940,12,7
1941,9,6
1942,7,5
1943,10,7
1944,17,12
1945,11,8
1946,32,23
1947,28,21
1948,15,12
1949,19,15
1950,9,7
1951,10,8
1952,10,8
1953,20,17
1954,19,16
1955,29,25
1956,17,15
1957,25,22
1958,10,9
1959,11,10
1960,7,6
1961,12,11
1962,10,9
1963,10,9
1964,9,8
1965,11,10
1966,5,5
1967,8,7
1968,0,0
1969,0,0
1970,6,6
1971,6,6
1972,0,0
1973,11,10
1974,0,0
1975,6,6
1976,10,10
1977,7,7
1978,10,10
1979,7,7
1980,0,0
1981,7,7
1982,0,0
1983,5,5
1984,9,9
1985,5,5
1986,8,8
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,8,8
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,5,5
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,8,8
2015,6,6
2016,0,0
2017,10,10
