YOB,Born,Alive
1900,29,0
1901,26,0
1902,44,0
1903,35,0
1904,45,0
1905,53,0
1906,65,0
1907,71,0
1908,70,0
1909,53,0
1910,84,0
1911,81,1
1912,132,2
1913,196,4
1914,207,6
1915,231,8
1916,278,12
1917,296,15
1918,358,20
1919,344,22
1920,375,27
1921,390,40
1922,339,45
1923,390,64
1924,429,84
1925,450,102
1926,467,120
1927,567,164
1928,2236,716
1929,2036,715
1930,1410,539
1931,1130,465
1932,1048,462
1933,952,447
1934,929,464
1935,885,467
1936,859,479
1937,1019,597
1938,999,615
1939,888,572
1940,839,565
1941,787,544
1942,756,535
1943,795,577
1944,676,502
1945,650,494
1946,724,563
1947,868,690
1948,831,675
1949,876,726
1950,1035,876
1951,1112,949
1952,1229,1058
1953,1455,1263
1954,1612,1411
1955,1644,1450
1956,1646,1464
1957,1713,1536
1958,1553,1403
1959,1649,1502
1960,1553,1425
1961,1628,1500
1962,1522,1408
1963,1435,1332
1964,1347,1255
1965,1271,1189
1966,1146,1076
1967,1017,958
1968,1040,984
1969,970,921
1970,915,872
1971,821,784
1972,688,659
1973,598,574
1974,520,500
1975,508,490
1976,437,422
1977,519,502
1978,387,375
1979,393,382
1980,317,309
1981,306,299
1982,283,276
1983,267,261
1984,199,195
1985,215,211
1986,189,185
1987,210,206
1988,201,198
1989,163,160
1990,138,136
1991,148,146
1992,153,151
1993,106,105
1994,124,122
1995,110,109
1996,100,99
1997,72,71
1998,70,69
1999,91,90
2000,78,77
2001,78,77
2002,78,77
2003,82,81
2004,76,75
2005,87,86
2006,82,81
2007,95,94
2008,115,114
2009,108,107
2010,126,125
2011,174,173
2012,197,196
2013,196,195
