YOB,Born,Alive
1900,20,0
1901,19,0
1902,18,0
1903,14,0
1904,23,0
1905,29,0
1906,24,0
1907,45,0
1908,57,0
1909,50,0
1910,56,0
1911,53,0
1912,89,1
1913,133,1
1914,132,2
1915,182,3
1916,176,3
1917,237,5
1918,286,7
1919,396,10
1920,540,16
1921,757,42
1922,1021,82
1923,1402,149
1924,1771,233
1925,1991,313
1926,2245,411
1927,2446,511
1928,2738,642
1929,2970,772
1930,3413,975
1931,3137,998
1932,2873,1008
1933,2756,1057
1934,3037,1263
1935,3116,1398
1936,3361,1617
1937,3397,1745
1938,3632,1984
1939,3388,1961
1940,3218,1968
1941,3387,2140
1942,3831,2498
1943,4187,2816
1944,3974,2753
1945,3988,2844
1946,5084,3729
1947,6011,4531
1948,5838,4519
1949,6040,4798
1950,6451,5256
1951,6918,5699
1952,6940,5779
1953,7130,6002
1954,6514,5542
1955,6042,5195
1956,6069,5273
1957,5287,4641
1958,4786,4245
1959,4324,3874
1960,5651,5114
1961,10985,9987
1962,9829,8977
1963,8554,7848
1964,11976,11039
1965,9413,8716
1966,8356,7772
1967,6952,6495
1968,6739,6325
1969,5922,5583
1970,5577,5281
1971,4787,4545
1972,3802,3619
1973,3500,3340
1974,3575,3421
1975,3314,3179
1976,2947,2834
1977,3145,3033
1978,3577,3458
1979,3742,3627
1980,3878,3768
1981,4335,4218
1982,5492,5350
1983,5402,5268
1984,5547,5416
1985,5244,5127
1986,5038,4931
1987,5626,5514
1988,5544,5440
1989,5445,5349
1990,5237,5151
1991,4988,4909
1992,4689,4618
1993,4515,4450
1994,5184,5113
1995,4791,4729
1996,4863,4803
1997,4277,4227
1998,3500,3462
1999,3901,3861
2000,5036,4988
2001,4299,4260
2002,3752,3719
2003,3399,3370
2004,3065,3040
2005,2849,2827
2006,2857,2836
2007,2620,2601
2008,2263,2248
2009,1967,1954
2010,1806,1795
2011,1559,1551
2012,1319,1313
2013,1328,1323
2014,1306,1302
2015,1231,1228
2016,1132,1130
2017,920,919
