YOB,Born,Alive
1900,0,0
1901,0,0
1902,7,0
1903,13,0
1904,8,0
1905,5,0
1906,6,0
1907,7,0
1908,5,0
1909,0,0
1910,14,0
1911,8,0
1912,9,0
1913,8,0
1914,11,0
1915,16,1
1916,17,1
1917,15,1
1918,13,1
1919,22,1
1920,18,1
1921,8,1
1922,17,2
1923,15,2
1924,21,4
1925,12,3
1926,19,5
1927,22,6
1928,10,3
1929,14,5
1930,15,6
1931,14,6
1932,14,6
1933,17,8
1934,11,5
1935,15,8
1936,9,5
1937,9,5
1938,6,4
1939,8,5
1940,12,8
1941,6,4
1942,13,9
1943,13,9
1944,11,8
1945,5,4
1946,9,7
1947,9,7
1948,7,6
1949,10,8
1950,12,10
1951,10,9
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,6,5
