YOB,Born,Alive
1900,22,0
1901,19,0
1902,14,0
1903,21,0
1904,26,0
1905,34,0
1906,40,0
1907,46,0
1908,54,0
1909,81,0
1910,60,0
1911,137,0
1912,255,0
1913,280,1
1914,336,1
1915,378,1
1916,379,2
1917,328,2
1918,333,2
1919,292,2
1920,269,2
1921,240,5
1922,242,9
1923,221,12
1924,165,11
1925,131,11
1926,119,12
1927,128,14
1928,87,11
1929,69,10
1930,53,8
1931,75,14
1932,38,8
1933,20,5
1934,39,11
1935,22,7
1936,20,7
1937,19,7
1938,27,11
1939,18,8
1940,18,9
1941,21,10
1942,24,13
1943,18,10
1944,9,5
1945,14,8
1946,28,17
1947,19,12
1948,20,13
1949,17,12
1950,24,17
1951,36,26
1952,20,15
1953,26,20
1954,19,15
1955,25,20
1956,17,13
1957,17,14
1958,18,15
1959,11,9
1960,15,13
1961,14,12
1962,10,9
1963,9,8
1964,15,13
1965,11,10
1966,12,11
1967,7,6
1968,0,0
1969,6,5
1970,9,8
1971,7,6
1972,0,0
1973,8,7
1974,8,7
1975,8,7
1976,0,0
1977,6,6
1978,7,7
1979,6,6
1980,0,0
1981,8,8
1982,0,0
1983,0,0
1984,6,6
1985,5,5
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,6,6
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,5,5
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,7,7
2015,0,0
2016,0,0
2017,0,0
