YOB,Born,Alive
1900,48,0
1901,44,0
1902,44,0
1903,44,0
1904,42,0
1905,53,0
1906,61,0
1907,46,0
1908,51,0
1909,49,0
1910,63,0
1911,64,0
1912,132,0
1913,172,0
1914,192,1
1915,307,1
1916,278,1
1917,283,2
1918,273,2
1919,287,2
1920,321,2
1921,353,8
1922,297,11
1923,320,17
1924,333,22
1925,312,26
1926,310,30
1927,280,31
1928,256,32
1929,248,35
1930,277,43
1931,225,42
1932,222,49
1933,239,60
1934,226,64
1935,226,71
1936,207,72
1937,226,86
1938,224,92
1939,226,100
1940,251,119
1941,265,132
1942,268,140
1943,282,155
1944,276,158
1945,280,167
1946,382,237
1947,391,252
1948,406,272
1949,464,322
1950,557,400
1951,578,422
1952,676,502
1953,727,549
1954,896,688
1955,972,758
1956,1061,841
1957,1033,832
1958,986,806
1959,1207,1002
1960,1324,1115
1961,1312,1114
1962,1371,1174
1963,1322,1141
1964,1354,1178
1965,1374,1205
1966,1271,1123
1967,1475,1313
1968,1540,1382
1969,2218,2006
1970,4316,3932
1971,4413,4039
1972,3689,3392
1973,3714,3430
1974,3806,3531
1975,3971,3701
1976,3686,3450
1977,3847,3617
1978,4000,3778
1979,4050,3842
1980,4257,4056
1981,4510,4306
1982,4987,4771
1983,5632,5399
1984,5992,5756
1985,5586,5378
1986,5273,5087
1987,4944,4779
1988,5207,5044
1989,5397,5239
1990,5299,5154
1991,5067,4936
1992,4537,4426
1993,5059,4943
1994,5257,5144
1995,4646,4553
1996,4546,4462
1997,4181,4110
1998,4011,3949
1999,3866,3812
2000,3795,3747
2001,3694,3650
2002,3543,3502
2003,3391,3354
2004,3475,3439
2005,3469,3435
2006,3804,3768
2007,3663,3630
2008,3387,3359
2009,3406,3379
2010,3122,3099
2011,2808,2790
2012,2715,2700
2013,2526,2514
2014,2606,2596
2015,2462,2455
2016,2170,2166
2017,2011,2009
