YOB,Born,Alive
1900,140,0
1901,113,0
1902,129,0
1903,112,0
1904,117,0
1905,136,0
1906,118,0
1907,134,0
1908,137,0
1909,140,0
1910,176,0
1911,163,1
1912,197,1
1913,200,2
1914,223,3
1915,250,4
1916,270,5
1917,282,6
1918,312,7
1919,355,9
1920,311,9
1921,345,19
1922,338,27
1923,318,34
1924,312,41
1925,380,60
1926,350,64
1927,363,76
1928,388,91
1929,366,95
1930,330,94
1931,295,94
1932,329,115
1933,303,116
1934,299,124
1935,310,139
1936,313,151
1937,391,201
1938,353,193
1939,336,195
1940,348,213
1941,327,207
1942,373,243
1943,334,225
1944,346,240
1945,306,218
1946,326,239
1947,301,227
1948,327,253
1949,325,258
1950,258,210
1951,244,201
1952,261,217
1953,197,166
1954,210,179
1955,191,164
1956,157,136
1957,160,140
1958,151,134
1959,143,128
1960,118,107
1961,99,90
1962,99,90
1963,84,77
1964,75,69
1965,53,49
1966,54,50
1967,37,35
1968,39,37
1969,27,25
1970,29,27
1971,38,36
1972,30,29
1973,21,20
1974,16,15
1975,14,13
1976,16,15
1977,19,18
1978,10,10
1979,13,13
1980,14,14
1981,9,9
1982,12,12
1983,11,11
1984,7,7
1985,9,9
1986,6,6
1987,6,6
1988,7,7
1989,9,9
1990,19,19
1991,7,7
1992,9,9
1993,0,0
1994,5,5
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,5,5
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,5,5
2012,0,0
2013,6,6
2014,0,0
2015,8,8
2016,0,0
2017,0,0
