YOB,Born,Alive
1900,8,0
1901,0,0
1902,6,0
1903,0,0
1904,7,0
1905,5,0
1906,10,0
1907,0,0
1908,10,0
1909,7,0
1910,10,0
1911,11,0
1912,7,0
1913,7,0
1914,14,0
1915,25,0
1916,15,0
1917,22,0
1918,14,0
1919,20,1
1920,23,1
1921,24,1
1922,21,2
1923,18,2
1924,23,3
1925,23,4
1926,13,2
1927,20,4
1928,13,3
1929,12,3
1930,13,4
1931,15,5
1932,19,7
1933,15,6
1934,14,6
1935,13,6
1936,16,8
1937,21,11
1938,13,7
1939,17,10
1940,20,12
1941,25,16
1942,19,12
1943,24,16
1944,23,16
1945,25,18
1946,28,21
1947,30,23
1948,44,34
1949,33,26
1950,33,27
1951,38,31
1952,34,28
1953,42,35
1954,38,32
1955,52,45
1956,51,44
1957,46,40
1958,64,57
1959,90,81
1960,82,74
1961,93,85
1962,93,85
1963,108,99
1964,99,91
1965,95,88
1966,90,84
1967,87,81
1968,65,61
1969,53,50
1970,70,66
1971,73,69
1972,58,55
1973,76,73
1974,80,77
1975,73,70
1976,70,67
1977,89,86
1978,107,103
1979,149,144
1980,175,170
1981,187,182
1982,220,214
1983,251,245
1984,262,256
1985,267,261
1986,313,306
1987,238,233
1988,279,274
1989,301,296
1990,272,268
1991,251,247
1992,228,225
1993,253,249
1994,210,207
1995,216,213
1996,212,209
1997,239,236
1998,270,267
1999,261,258
2000,279,276
2001,263,261
2002,268,266
2003,383,380
2004,353,350
2005,371,368
2006,400,397
2007,347,345
2008,291,289
2009,301,299
2010,294,292
2011,307,305
2012,246,245
2013,256,255
2014,257,256
2015,268,267
2016,371,370
2017,379,379
